"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: FiveWs Pattern Mapping","Mapping: RIM Mapping","Mapping: Interface Pattern"
"HealthcareService.comment","HealthcareService.comment","","","",0,1,"Y","","Y","markdown {[]} {[]}
","Beskrivning ('Om oss' på 1177)","Any additional description of the service and/or any specific issues not covered by the other attributes, which can be displayed as further detail under the serviceName.","Would expect that a user would not see this information on a search results, and it would only be available when viewing the complete details of the service.","","","","","","","","",,,,,"",,,,"HealthcareService.comment",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".location.role[classCode=SDLOC].desc"
"HealthcareService.extraDetails","HealthcareService.extraDetails","","","",0,1,"","","","markdown {[]} {[]}
","Extra details about the service that can't be placed in the other fields","Extra details about the service that can't be placed in the other fields.","","","","","","","","","",,,,,"",,,,"HealthcareService.extraDetails",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".actrelationship[typeCode=COMP.act[classCode=ACT][moodCode=DEF].text"
"HealthcareService.photo","HealthcareService.photo","","","",0,1,"","","Y","Attachment {[]} {[]}
","Facilitates quick identification of the service","If there is a photo/symbol associated with this HealthcareService, it may be included here to facilitate quick identification of the service in a list.","","","","","","","","","",,,,,"",,,,"HealthcareService.photo",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".actrelationship[typeCode=SBJ].observation.value"
"HealthcareService.contact","HealthcareService.contact","","","",0,*,"Y","","","ExtendedContactDetail {[]} {[]}
","Kontaktuppgifter för tjänsten","The contact details of communication devices available relevant to the specific HealthcareService. This can include addresses, phone numbers, fax numbers, mobile numbers, email addresses and web sites.","The address/telecom use code 'home' are not to be used. Note that these contacts are not the contact details of people who provide the service (that would be through PractitionerRole), these are official contacts for the HealthcareService itself for specific purposes. E.g. Mailing Addresses, Billing Addresses, Contact numbers for Booking or Billing Enquiries, general web address, web address for online bookings etc.

If this is empty (or the type of interest is empty), refer to the location's contacts.","Need to keep track of both simple contact details and also assigned contacts within larger organizations.","","","","","","","",,,,,"",,,,"HealthcareService.contact",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HealthcareService.coverageArea","HealthcareService.coverageArea","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location|5.0.0]]}
","Location(s) service is intended for/available to","The location(s) that this service is available to (not where the service is provided).","The locations referenced by the coverage area can include both specific locations, including areas, and also conceptual domains too (mode = kind), such as a physical area (tri-state area) and some other attribute (covered by Example Care Organization). These types of Locations are often not managed by any specific organization. This could also include generic locations such as ""in-home"".","","","","","","","","",,,,,"",,,,"HealthcareService.coverageArea",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".location.role[classCode=SDLOC].subjectOf.A_SpatialCoordinate"
"HealthcareService.serviceProvisionCode","HealthcareService.serviceProvisionCode","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Conditions under which service is available/offered","The code(s) that detail the conditions under which the healthcare service is available/offered.","The provision means being commissioned by, contractually obliged or financially sourced. Types of costings that may apply to this healthcare service, such if the service may be available for free, some discounts available, or fees apply.","","","","","","","","",,"example","The code(s) that detail the conditions under which the healthcare service is available/offered.","http://hl7.org/fhir/ValueSet/service-provision-conditions|5.0.0","",,,,"HealthcareService.serviceProvisionCode",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".actrelationship[typeCode=PRCN].observation[moodCode=EVN.CRT]"
"HealthcareService.eligibility","HealthcareService.eligibility","","","",0,*,"","","","BackboneElement {[]} {[]}
","Specific eligibility requirements required to use the service","Does this service have specific eligibility requirements that need to be met in order to use the service?","","","","","","","","","",,,,,"",,,,"HealthcareService.eligibility",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HealthcareService.eligibility.id","HealthcareService.eligibility.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"HealthcareService.eligibility.extension","HealthcareService.eligibility.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"HealthcareService.eligibility.modifierExtension","HealthcareService.eligibility.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"HealthcareService.eligibility.code","HealthcareService.eligibility.code","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Coded value for the eligibility","Coded value for the eligibility.","","","","","","","","","",,"example","Coded values underwhich a specific service is made available.","","",,,,"HealthcareService.eligibility.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".actrelationship[typeCode=PRCN].observation[moodCode=EVN.CRT]"
"HealthcareService.eligibility.comment","HealthcareService.eligibility.comment","","","",0,1,"","","","markdown {[]} {[]}
","Describes the eligibility conditions for the service","Describes the eligibility conditions for the service.","The description of service eligibility should, in general, not exceed one or two paragraphs. It should be sufficient for a prospective consumer to determine if they are likely to be eligible or not. Where eligibility requirements and conditions are complex, it may simply be noted that an eligibility assessment is required. Where eligibility is determined by an outside source, such as an Act of Parliament, this should be noted, preferably with a reference to a commonly available copy of the source document such as a web page.","","","","","","","","",,,,,"",,,,"HealthcareService.eligibility.comment",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".actrelationship[typeCode=PRCN].observation[moodCode=EVN.CRT].text"
"HealthcareService.program","HealthcareService.program","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Programs that this service is applicable to","Programs that this service is applicable to.","Programs are often defined externally to an Organization, commonly by governments; e.g. Home and Community Care Programs, Homeless Program, ….","","","","","","","","",,"example","Government or local programs that this service applies to.","http://hl7.org/fhir/ValueSet/program|5.0.0","",,,,"HealthcareService.program",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".actrelationship[typeCode=PERT].observation"
"HealthcareService.characteristic","HealthcareService.characteristic","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Collection of characteristics (attributes)","Collection of characteristics (attributes).","These could be such things as is wheelchair accessible.","","","","","","","","",,"example","A custom attribute that could be provided at a service (e.g. Wheelchair accessibility).","http://hl7.org/fhir/ValueSet/service-mode|5.0.0","",,,,"HealthcareService.characteristic",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".actrelationship[typeCode=PERT].observation"
"HealthcareService.communication","HealthcareService.communication","","","",0,*,"","","","CodeableConcept {[]} {[]}
","The language that this service is offered in","Some services are specifically made available in multiple languages, this property permits a directory to declare the languages this is offered in. Typically this is only provided where a service operates in communities with mixed languages used.","When using this property it indicates that the service is available with this language, it is not derived from the practitioners, and not all are required to use this language, just that this language is available while scheduling.","","","","","","","","",,"required","IETF language tag for a human language","http://hl7.org/fhir/ValueSet/all-languages|5.0.0","",,,,"HealthcareService.communication",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HealthcareService.referralMethod","HealthcareService.referralMethod","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Ways that the service accepts referrals","Ways that the service accepts referrals, if this is not provided then it is implied that no referral is required.","","","","","","","","","",,"example","The methods of referral can be used when referring to a specific HealthcareService resource.","http://hl7.org/fhir/ValueSet/service-referral-method|5.0.0","",,,,"HealthcareService.referralMethod",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".actrelationship[typeCode=PERT].observation"
"HealthcareService.appointmentRequired","HealthcareService.appointmentRequired","","","",0,1,"","","","boolean {[]} {[]}
","If an appointment is required for access to this service","Indicates whether or not a prospective consumer will require an appointment for a particular service at a site to be provided by the Organization. Indicates if an appointment is required for access to this service.","","","","","","","","","",,,,,"",,,,"HealthcareService.appointmentRequired",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".actrelationship[typeCode=PERT].observation"
"HealthcareService.availability","HealthcareService.availability","","","",0,*,"Y","","","Availability {[]} {[]}
","Tillgänglighet / öppettider","A collection of times that the healthcare service is available.","More detailed availability information may be provided in associated Schedule/Slot resources.

Systems may choose to render availability differently than it is exchanged on the interface. For example, rather than ""Mon, Tue, Wed, Thur, Fri from 9am-12am; Mon, Tue, Wed, Thur, Fri from 1pm-5pm"" as would be implied by two availableTime repetitions, an application could render this information as ""Mon-Fri 9-12am and 1-5pm"".The NotAvailableTime(s) included indicate the general days/periods where the service is not available (for things such as public holidays).","","","","","","","","",,,,,"",,,,"HealthcareService.availability",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".effectiveTime"
"HealthcareService.availability.id","HealthcareService.availability.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"HealthcareService.availability.extension","HealthcareService.availability.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"HealthcareService.availability.availableTime","HealthcareService.availability.availableTime","","","",0,*,"Y","","Y","Element {[]} {[]}
","Öppettider per veckodag","Times the {item} is available.","","A collection of times that the {item} is available.","","","","","","","",,,,,"",,,,"Availability.availableTime",0,*,"","av-1:Cannot include start/end times when selecting all day availability. {allDay.exists().not() or (allDay implies availableStartTime.exists().not() and availableEndTime.exists().not())}
ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}"
"HealthcareService.availability.availableTime.id","HealthcareService.availability.availableTime.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"HealthcareService.availability.availableTime.extension","HealthcareService.availability.availableTime.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"HealthcareService.availability.availableTime.daysOfWeek","HealthcareService.availability.availableTime.daysOfWeek","","","",0,*,"","","Y","code {[]} {[]}
","mon | tue | wed | thu | fri | sat | sun","mon | tue | wed | thu | fri | sat | sun.","","Indicates which days of the week are available between the start and end Times.","","","","","","","",,"required","The purpose for which an extended contact detail should be used.","http://hl7.org/fhir/ValueSet/days-of-week|5.0.0","",,,,"Availability.availableTime.daysOfWeek",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HealthcareService.availability.availableTime.allDay","HealthcareService.availability.availableTime.allDay","","","",0,1,"","","Y","boolean {[]} {[]}
","Always available? i.e. 24 hour service","Always available? i.e. 24 hour service.","","Is this always available? (hence times are irrelevant) i.e. 24 hour service.","","","","","","","",,,,,"",,,,"Availability.availableTime.allDay",0,1,"av-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HealthcareService.availability.availableTime.availableStartTime","HealthcareService.availability.availableTime.availableStartTime","","","",0,1,"","","Y","time {[]} {[]}
","Opening time of day (ignored if allDay = true)","Opening time of day (ignored if allDay = true).","The timezone is expected to be specified or implied by the context this datatype is used.","The opening time of day. Note: If the AllDay flag is set, then this time is ignored.","","","","","","","",,,,,"",,,,"Availability.availableTime.availableStartTime",0,1,"av-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HealthcareService.availability.availableTime.availableEndTime","HealthcareService.availability.availableTime.availableEndTime","","","",0,1,"","","Y","time {[]} {[]}
","Closing time of day (ignored if allDay = true)","Closing time of day (ignored if allDay = true).","The timezone is expected to be specified or implied by the context this datatype is used.","The closing time of day. Note: If the AllDay flag is set, then this time is ignored.","","","","","","","",,,,,"",,,,"Availability.availableTime.availableEndTime",0,1,"av-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HealthcareService.availability.notAvailableTime","HealthcareService.availability.notAvailableTime","","","",0,*,"","","Y","Element {[]} {[]}
","Not available during this time due to provided reason","Not available during this time due to provided reason.","","The {item} is not available during this period of time due to the provided reason.","","","","","","","",,,,,"",,,,"Availability.notAvailableTime",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HealthcareService.availability.notAvailableTime.id","HealthcareService.availability.notAvailableTime.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"HealthcareService.availability.notAvailableTime.extension","HealthcareService.availability.notAvailableTime.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"HealthcareService.availability.notAvailableTime.description","HealthcareService.availability.notAvailableTime.description","","","",0,1,"","","Y","string {[]} {[]}
","Reason presented to the user explaining why time not available","Reason presented to the user explaining why time not available.","The reason will generally be provided to give the textual reason for displaying when the {item} is not available, e.g. 'Closed public holidays' or 'Independence Day'. In cases such as this, the `during` might not be included and local knowledge would be required in such cases (as don't desire to keep updating when the holiday occurs each year).

e.g.2: 'Closed for maintenance over the summer' for this example you would want to include the `during` period, unless this was a university hospital and the ""summer"" period was well known, but would recommend its inclusion anyway.","The reason that can be presented to the user as to why this time is not available.","","","","","","","",,,,,"",,,,"Availability.notAvailableTime.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HealthcareService.availability.notAvailableTime.during","HealthcareService.availability.notAvailableTime.during","","","",0,1,"","","Y","Period {[]} {[]}
","Service not available during this period","Service not available during this period.","","The {item} is not available (seasonally or for a public holiday) during this period.","","","","","","","",,,,,"",,,,"Availability.notAvailableTime.during",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HealthcareService.endpoint","HealthcareService.endpoint","","","",0,*,"Y","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Endpoint|5.0.0]]}
","Technical endpoints providing access to electronic services operated for the healthcare service","Technical endpoints providing access to services operated for the specific healthcare services defined at this resource.","","","","","","","","","",,,,,"",,,,"HealthcareService.endpoint",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
